Say Cheese Pizza,24,8,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTQ1ttkK471uqU3KtjM9gGhttHn5_d27AnGcnmRa99q9dD-yj3NUZo8EA
Campus Deli,25,9,http://s3.amazonaws.com/grubhub-napkin/media_files/28982/large.png?1334940070
Campus Deli,26,9,http://s3.amazonaws.com/grubhub-napkin/media_files/28981/large.png?1334940070
Campus Deli,27,9,http://scontent.cdninstagram.com/hphotos-xaf1/outbound-distilleryimage0/t0.0-17/OBPTH/63459fca626011e28df322000a1f9367_6.jpg
Bengal Kabab House & Restaraunt,28,10,http://s3-media1.fl.yelpcdn.com/bphoto/sqDZZi60TlbEnqKvIpoUIQ/ls.jpg
Bengal Kabab House & Restaraunt,29,10,http://rdc.rdcimage.com/partner-images/232705/micrositeimage_photo1.jpg
Bengal Kabab House & Restaraunt,30,10,http://rdc.rdcimage.com/partner-images/232705/mainlogo_logo.jpg
Fuel and Fuddle,31,11,http://s3-media1.fl.yelpassets.com/bphoto/p8DQ9bGysPpaxaPCZ7r-gQ/l.jpg
Fuel and Fuddle,32,11,http://s3-media2.fl.yelpassets.com/bphoto/lcxvC7PA1FTTico7ycHd9g/l.jpg
Fuel and Fuddle,33,11,http://www.barsmart.com/gfx/bars/344/pictures/344_01.jpg
The O,34,12,http://rutheh.files.wordpress.com/2010/05/img_0066.jpg
The O,35,12,http://s3-media1.fl.yelpassets.com/bphoto/k3HhbRE7ViINW3dFuKJ0gw/l.jpg
The O,36,12,http://s3-media4.fl.yelpassets.com/bphoto/6M3fYNtWhpo--78g6l7qKA/l.jpg
Nellie’s Sandwiches,37,13,http://s3-media1.fl.yelpassets.com/bphoto/ME4hlKMRABKNRvMEeaiO4Q/o.jpg
Nellie’s Sandwiches,38,13,http://a4.urbancdn.com/w/s/bv/0VxV6SkzVLv1Us-180.jpg
Nellie’s Sandwiches,39,13,http://s3-media2.fl.yelpcdn.com/bphoto/l9SB7SRnmngRMiy0O52qoA/ls.jpg
Original Milano Pizza,40,14,https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/295348_236732156365812_7995674_n.jpg?oh=b5ae10268e158f3461bf6c687af9aed8&oe=55A33D6B&__gda__=1437633100_88100647edee771f2db7c1bc08a2151c
Original Milano Pizza,41,14,https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/311560_241554082550286_5725719_n.jpg?oh=812a113eb94b99ba8f2f4be4e61aac83&oe=55B32F1D&__gda__=1437114837_f13e4c459fc7b094bfe4a2d2663a14de
Original Milano Pizza,42,14,
Conflict Kitchen,43,15,https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xap1/t31.0-8/10403979_308568515987236_1874831720465363092_o.jpg
Conflict Kitchen,44,15,http://cloudfront.sproutfund.org/wp-content/uploads/2013/07/conflict-kitchen.jpg
Conflict Kitchen,45,15,https://scontent-ord.xx.fbcdn.net/hphotos-xpa1/t31.0-8/10931695_395389127305174_3049540407954694870_o.jpg
The Porch,46,16,http://s3-media1.fl.yelpassets.com/bphoto/8b5gPZUJ4VQB_b0zBXBwkw/l.jpg
The Porch,47,16,http://s3-media2.fl.yelpassets.com/bphoto/Leu7sNehENQHvJW67uRPRA/l.jpg
The Porch,48,16,http://s3-media3.fl.yelpassets.com/bphoto/gQtGRA1d0bey0EzhQQaaew/l.jpg
Waffallonia,49,17,http://s3-media3.fl.yelpassets.com/bphoto/OJDpfJHAkwWX3b0M5FGHZA/l.jpg
Waffallonia,50,17,http://s3-media2.fl.yelpassets.com/bphoto/x6pmdG3ZYnLaAdDJieypcA/l.jpg
Waffallonia,51,17,http://s3-media4.fl.yelpassets.com/bphoto/zOkOgPAOnRUYLlu6e2UW8Q/l.jpg
Peter’s Pub,52,18,http://www.barsmart.com/gfx/bars/308/bspro/308_659a0f.jpg
Peter’s Pub,53,18,http://4.bp.blogspot.com/-Ag4FrkJa1u4/UVHB0SuHypI/AAAAAAAABTM/EM75RL7D9dY/s1600/IMG_1888.JPG
Peter’s Pub,54,18,http://s3-media1.fl.yelpassets.com/bphoto/HWfSCtww4cgZCDJdVYezTA/o.jpg
Gene’s Place,55,19,http://1.bp.blogspot.com/-fYkM9HQXIsQ/UkRERjBMThI/AAAAAAAAE5Q/e6UJWuck7uU/s1600/IMG_3905.JPG
Gene’s Place,56,19,http://www.barsmart.com/gfx/bars/63/pictures/63_02.jpg
Gene’s Place,57,19,https://pbs.twimg.com/media/Btzh3XSCcAAyGZX.jpg:large
Hemingway’s Cafe,58,20,http://s3-media3.fl.yelpassets.com/bphoto/GMhqWoz4yEUrVYFCcYs2hg/l.jpg
Hemingway’s Cafe,59,20,http://images.complex.com/complex/image/upload/t_article_image/ooiwki0ck099o5ue8omq.jpg
Hemingway’s Cafe,60,20,https://scontent-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/11010557_10152561887355947_8716028568241772181_n.jpg?oh=cc7569d3e67b2866cb2039a47d7ca2d0&oe=55AF8E38
Garage Door Saloon,61,21,http://www.barsmart.com/gfx/bars/1832/pictures/1832_02.jpg
Garage Door Saloon,62,21,http://hungrywanderers.files.wordpress.com/2009/09/img_1518.jpg
Garage Door Saloon,63,21,http://1.bp.blogspot.com/-JhqJykM_oP8/UVHHhObm2oI/AAAAAAAABVc/Ervja4GzipE/s1600/IMG_1900.JPG
Bootleggers,64,22,https://scontent-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/10561812_965426603483868_5648491707076397215_n.jpg?oh=33472d538e3cd712274dc7601268d585&oe=5571B6B4
Bootleggers,65,22,https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/14445_100432306649973_3405779_n.jpg?oh=e7ee1ea0691831e023f5b2d2beb9cf99&oe=55A95D8C&__gda__=1436717815_9c8d1635636fa58e85bc980d4c2c4fca
Bootleggers,66,22,https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/14445_100432686649935_7592332_n.jpg?oh=0d05948a03084aa6964b36f8d64e50a9&oe=55B3D8B7&__gda__=1437671842_66f6771b267d953b29a993ffc9e91ae6
Mint,67,23,http://s3-media2.fl.yelpassets.com/bphoto/1C7YDa80u36PHPCXbZ1Jaw/l.jpg
Mint,68,23,http://s3-media1.fl.yelpassets.com/bphoto/pMx0Ka7X8qrCLyqMDu1qCA/l.jpg
Mint,69,23,http://s3-media4.fl.yelpassets.com/bphoto/VJIuNp-bYwigysDjL1izaA/l.jpg
Sphinx Cafe,70,24,http://s3-media4.fl.yelpassets.com/bphoto/OGqCx0IyHuhLKkLpLaOoTA/l.jpg
Sphinx Cafe,71,24,http://s3-media3.fl.yelpassets.com/bphoto/GV6EgR1yDvm2mwMn6n_T3A/l.jpg
Sphinx Cafe,72,24,http://s3-media1.fl.yelpassets.com/bphoto/dRd6JUWQX7Bv-ggG7_SkEw/l.jpg
Little Asia,73,25,http://s3-media2.fl.yelpassets.com/bphoto/jLuUhWkWo5wCj8Pfq8_fgA/l.jpg
Little Asia,74,25,http://product-images.imshopping.com/nimblebuy/50-percent-off-at-little-asia-248072-regular.jpg
Little Asia,75,25,http://s3-media4.fl.yelpcdn.com/bphoto/AdDhOs4DVECsJxrjSQXi6g/ls.jpg
Eatunique,76,26,http://s3-media3.fl.yelpassets.com/bphoto/ZYsT14fP7vgoPQ6014qxDQ/l.jpg
Eatunique,77,26,http://s3-media1.fl.yelpassets.com/bphoto/O-3lY5Ckq1eBxmN5bBi0Pw/l.jpg
Eatunique,78,26,http://s3-media1.fl.yelpassets.com/bphoto/TPePcqNVPTpF8_l3lX3aXg/l.jpg
